1_Summit_NegEarning_NegEarning_Q1,02/29/2012,8.6796933339361
1_Summit_NegEarning_NegEarning_QNA,02/29/2012,4.9134736537415
1_Summit_NegEarning_NegEarning_Universe,02/29/2012,6.79183402497474
1_Summit_NegEarning_NegEarning_Q3,02/29/2012,7.06203741490219
1_Summit_NegEarning_NegEarning_NA,02/29/2012,NA
1_Summit_NegEarning_NegEarning_Q4,02/29/2012,6.10420398022289
1_Summit_NegEarning_NegEarning_Q2,02/29/2012,5.70407880436563
1_Summit_NegEarning_NegEarning_Q1,03/30/2012,4.05876804492426
1_Summit_NegEarning_NegEarning_QNA,03/30/2012,-23.4261089855266
1_Summit_NegEarning_NegEarning_Universe,03/30/2012,4.45741812118051
1_Summit_NegEarning_NegEarning_Q3,03/30/2012,6.4757865542827
1_Summit_NegEarning_NegEarning_NA,03/30/2012,NA
1_Summit_NegEarning_NegEarning_Q4,03/30/2012,2.82343376955178
1_Summit_NegEarning_NegEarning_Q2,03/30/2012,1.82846617649348
1_Summit_NegEarning_NegEarning_Q1,04/30/2012,-2.94294057907095
1_Summit_NegEarning_NegEarning_QNA,04/30/2012,5.75427162753192
1_Summit_NegEarning_NegEarning_Universe,04/30/2012,-3.0088601973959
1_Summit_NegEarning_NegEarning_Q3,04/30/2012,-5.82968379476694
1_Summit_NegEarning_NegEarning_NA,04/30/2012,NA
1_Summit_NegEarning_NegEarning_Q4,04/30/2012,-2.15287356492516
1_Summit_NegEarning_NegEarning_Q2,04/30/2012,-0.249688022101622
1_Summit_NegEarning_NegEarning_Q1,05/31/2012,-8.18521991576082
1_Summit_NegEarning_NegEarning_QNA,05/31/2012,7.75348807475905
1_Summit_NegEarning_NegEarning_Universe,05/31/2012,-7.78393551657601
1_Summit_NegEarning_NegEarning_Q3,05/31/2012,-9.95546734039502
1_Summit_NegEarning_NegEarning_NA,05/31/2012,NA
1_Summit_NegEarning_NegEarning_Q4,05/31/2012,-5.99212781876393
1_Summit_NegEarning_NegEarning_Q2,05/31/2012,-9.11789483345108
1_Summit_NegEarning_NegEarning_Q1,06/29/2012,7.52128002720041
1_Summit_NegEarning_NegEarning_QNA,06/29/2012,-21.1378776480455
1_Summit_NegEarning_NegEarning_Universe,06/29/2012,5.70024445975038
1_Summit_NegEarning_NegEarning_Q3,06/29/2012,6.86732672158495
1_Summit_NegEarning_NegEarning_NA,06/29/2012,NA
1_Summit_NegEarning_NegEarning_Q4,06/29/2012,4.92731849295397
1_Summit_NegEarning_NegEarning_Q2,06/29/2012,6.48794695962776
1_Summit_NegEarning_NegEarning_Q1,07/31/2012,-4.20039850960369
1_Summit_NegEarning_NegEarning_QNA,07/31/2012,-5.77564948353956
1_Summit_NegEarning_NegEarning_Universe,07/31/2012,-3.63502302713257
1_Summit_NegEarning_NegEarning_Q3,07/31/2012,-3.16986053626021
1_Summit_NegEarning_NegEarning_NA,07/31/2012,NA
1_Summit_NegEarning_NegEarning_Q4,07/31/2012,-3.08487007752515
1_Summit_NegEarning_NegEarning_Q2,07/31/2012,-5.53107197774981
1_Summit_NegEarning_NegEarning_Q1,08/31/2012,7.80113636610908
1_Summit_NegEarning_NegEarning_QNA,08/31/2012,3.75261473315598
1_Summit_NegEarning_NegEarning_Universe,08/31/2012,3.942014585706
1_Summit_NegEarning_NegEarning_Q3,08/31/2012,2.1741261493745
1_Summit_NegEarning_NegEarning_NA,08/31/2012,NA
1_Summit_NegEarning_NegEarning_Q4,08/31/2012,4.72376923297103
1_Summit_NegEarning_NegEarning_Q2,08/31/2012,1.27636059611859
1_Summit_NegEarning_NegEarning_Q1,09/28/2012,6.26229563160569
1_Summit_NegEarning_NegEarning_QNA,09/28/2012,1.18106107648758
1_Summit_NegEarning_NegEarning_Universe,09/28/2012,5.02812402889263
1_Summit_NegEarning_NegEarning_Q3,09/28/2012,4.31153839334783
1_Summit_NegEarning_NegEarning_NA,09/28/2012,NA
1_Summit_NegEarning_NegEarning_Q4,09/28/2012,5.31240018728289
1_Summit_NegEarning_NegEarning_Q2,09/28/2012,4.71390274566011
1_Summit_NegEarning_NegEarning_Q1,10/31/2012,-4.00408631486337
1_Summit_NegEarning_NegEarning_QNA,10/31/2012,-0.108523589901207
1_Summit_NegEarning_NegEarning_Universe,10/31/2012,-3.1807426358535
1_Summit_NegEarning_NegEarning_Q3,10/31/2012,-3.44630042229581
1_Summit_NegEarning_NegEarning_NA,10/31/2012,NA
1_Summit_NegEarning_NegEarning_Q4,10/31/2012,-2.96563528717352
1_Summit_NegEarning_NegEarning_Q2,10/31/2012,-2.6893935882473
